Source User,Category,Count
example_domain\david.williams,web-advertisements,72
example_domain\david.williams,training-and-tools,55
example_domain\david.williams,web-hosting,7
example_domain\david.williams,news,5
example_domain\david.williams,internet-communications-and-telephony,3
example_domain\david.williams,insufficient-content,2
example_domain\david.williams,travel,1
example_domain\carla.miller,computer-and-internet-info,18666
example_domain\carla.miller,web-advertisements,268
example_domain\carla.miller,business-and-economy,204
example_domain\carla.miller,stock-advice-and-tools,117
example_domain\carla.miller,financial-services,101
example_domain\carla.miller,search-engines,84
example_domain\carla.miller,content-delivery-networks,36
example_domain\carla.miller,web-hosting,10
example_domain\carla.miller,travel,5
example_domain\carla.miller,training-and-tools,2
example_domain\carla.miller,reference-and-research,1
example_domain\mark.gray,computer-and-internet-info,18984
example_domain\mark.gray,EXAMPLE_Google_Whitelist-2,126
example_domain\mark.gray,search-engines,125
example_domain\mark.gray,content-delivery-networks,19
example_domain\mark.gray,stock-advice-and-tools,10
example_domain\mark.gray,EXAMPLE_Google_Whitelist,3
example_domain\jack.brandt,computer-and-internet-info,18272
example_domain\jack.brandt,search-engines,498
example_domain\jack.brandt,business-and-economy,213
example_domain\jack.brandt,government,95
example_domain\jack.brandt,content-delivery-networks,72
example_domain\jack.brandt,stock-advice-and-tools,42
example_domain\jack.brandt,financial-services,20
example_domain\jack.brandt,web-advertisements,18
example_domain\jack.brandt,web-hosting,10
example_domain\jack.brandt,society,6
example_domain\jack.brandt,internet-portals,4
example_domain\jack.brandt,internet-communications-and-telephony,3
example_domain\jack.brandt,translation,1
example_domain\jack.brandt,training-and-tools,1
example_domain\jack.brandt,health-and-medicine,1
example_domain\jason.turner,computer-and-internet-info,16072
example_domain\jason.turner,search-engines,877
example_domain\jason.turner,financial-services,647
example_domain\jason.turner,stock-advice-and-tools,612
example_domain\jason.turner,business-and-economy,350
example_domain\jason.turner,content-delivery-networks,285
example_domain\jason.turner,web-advertisements,248
example_domain\jason.turner,internet-portals,76
example_domain\jason.turner,government,58
example_domain\jason.turner,travel,7
example_domain\jason.turner,insufficient-content,2
example_domain\jason.turner,games,2
example_domain\jason.turner,music,2
example_domain\jason.turner,not-resolved,1
example_domain\jason.turner,philosophy-and-political-advocacy,1
example_domain\jason.turner,reference-and-research,1
example_domain\jason.turner,social-networking,1
example_domain\nicholas.carter,computer-and-internet-info,16353
example_domain\nicholas.carter,financial-services,1611
example_domain\nicholas.carter,web-advertisements,409
example_domain\nicholas.carter,search-engines,319
example_domain\nicholas.carter,business-and-economy,273
example_domain\nicholas.carter,content-delivery-networks,102
example_domain\nicholas.carter,stock-advice-and-tools,67
example_domain\nicholas.carter,job-search,31
example_domain\nicholas.carter,sports,13
example_domain\nicholas.carter,shopping,9
example_domain\nicholas.carter,web-hosting,8
example_domain\nicholas.carter,social-networking,4
example_domain\nicholas.carter,internet-portals,3
example_domain\nicholas.carter,music,3
example_domain\nicholas.carter,internet-communications-and-telephony,2
example_domain\nicholas.carter,not-resolved,2
example_domain\nicholas.carter,government,2
example_domain\nicholas.carter,translation,1
example_domain\nicholas.carter,training-and-tools,1
example_domain\nicholas.carter,insufficient-content,1
example_domain\nicholas.carter,streaming-media,1
example_domain\nicholas.carter,real-estate,1
example_domain\nicholas.carter,travel,1
example_domain\beverly.ward,computer-and-internet-info,17707
example_domain\beverly.ward,search-engines,366
example_domain\beverly.ward,business-and-economy,174
example_domain\beverly.ward,web-advertisements,130
example_domain\beverly.ward,stock-advice-and-tools,64
example_domain\beverly.ward,content-delivery-networks,25
example_domain\beverly.ward,web-hosting,13
example_domain\beverly.ward,news,11
example_domain\beverly.ward,financial-services,6
example_domain\beverly.ward,job-search,6
example_domain\beverly.ward,personal-sites-and-blogs,3
example_domain\beverly.ward,society,2
example_domain\beverly.ward,internet-portals,2
example_domain\beverly.ward,insufficient-content,2
example_domain\beverly.ward,internet-communications-and-telephony,2
example_domain\beverly.ward,travel,1
example_domain\beverly.ward,government,1
example_domain\beverly.ward,not-resolved,1
example_domain\jacob.ball,computer-and-internet-info,16907
example_domain\jacob.ball,search-engines,851
example_domain\jacob.ball,business-and-economy,250
example_domain\jacob.ball,stock-advice-and-tools,217
example_domain\jacob.ball,content-delivery-networks,86
example_domain\jacob.ball,health-and-medicine,46
example_domain\jacob.ball,news,22
example_domain\jacob.ball,reference-and-research,20
example_domain\jacob.ball,internet-communications-and-telephony,16
example_domain\jacob.ball,financial-services,16
example_domain\jacob.ball,web-advertisements,13
example_domain\jacob.ball,web-hosting,13
example_domain\jacob.ball,job-search,8
example_domain\jacob.ball,travel,3
example_domain\jacob.ball,alcohol-and-tobacco,1
example_domain\jacob.ball,not-resolved,1
example_domain\jacob.ball,government,1
example_domain\mr.dvm,computer-and-internet-info,17209
example_domain\mr.dvm,business-and-economy,384
example_domain\mr.dvm,search-engines,349
example_domain\mr.dvm,web-advertisements,90
example_domain\mr.dvm,content-delivery-networks,68
example_domain\mr.dvm,stock-advice-and-tools,27
example_domain\mr.dvm,internet-portals,14
example_domain\mr.dvm,news,10
example_domain\mr.dvm,training-and-tools,10
example_domain\mr.dvm,,9
example_domain\mr.dvm,financial-services,8
example_domain\mr.dvm,internet-communications-and-telephony,5
example_domain\mr.dvm,web-hosting,2
example_domain\mr.dvm,entertainment-and-arts,1
example_domain\david.harris,computer-and-internet-info,15929
example_domain\david.harris,stock-advice-and-tools,799
example_domain\david.harris,search-engines,615
example_domain\david.harris,business-and-economy,591
example_domain\david.harris,content-delivery-networks,156
example_domain\david.harris,news,4
example_domain\david.harris,translation,3
example_domain\david.harris,web-advertisements,1
example_domain\david.harris,BOX,1
example_domain\david.harris,web-hosting,1
example_domain\john.mendoza,computer-and-internet-info,16255
example_domain\john.mendoza,search-engines,742
example_domain\john.mendoza,business-and-economy,244
example_domain\john.mendoza,content-delivery-networks,95
example_domain\john.mendoza,web-advertisements,62
example_domain\john.mendoza,financial-services,56
example_domain\john.mendoza,stock-advice-and-tools,52
example_domain\john.mendoza,training-and-tools,16
example_domain\john.mendoza,web-hosting,12
example_domain\john.mendoza,internet-communications-and-telephony,4
example_domain\john.mendoza,translation,4
example_domain\john.mendoza,sports,3
example_domain\john.mendoza,reference-and-research,2
example_domain\john.mendoza,not-resolved,1
example_domain\john.mendoza,social-networking,1
example_domain\john.mendoza,,1
example_domain\sarah.torres,computer-and-internet-info,17080
example_domain\sarah.torres,search-engines,237
example_domain\sarah.torres,business-and-economy,23
example_domain\sarah.torres,content-delivery-networks,19
example_domain\sarah.torres,stock-advice-and-tools,8
example_domain\sarah.torres,,6
example_domain\sarah.torres,insufficient-content,4
example_domain\sarah.torres,shareware-and-freeware,3
example_domain\sarah.torres,internet-portals,2
example_domain\sarah.torres,news,1
example_domain\megan.castillo,computer-and-internet-info,14082
example_domain\megan.castillo,business-and-economy,1875
example_domain\megan.castillo,search-engines,655
example_domain\megan.castillo,stock-advice-and-tools,315
example_domain\megan.castillo,content-delivery-networks,59
example_domain\megan.castillo,web-hosting,44
example_domain\megan.castillo,travel,29
example_domain\megan.castillo,financial-services,21
example_domain\megan.castillo,news,11
example_domain\megan.castillo,internet-communications-and-telephony,9
example_domain\megan.castillo,internet-portals,2
example_domain\megan.castillo,legal,1
example_domain\megan.castillo,web-advertisements,1
example_domain\mrs.adams,computer-and-internet-info,16554
example_domain\mrs.adams,financial-services,231
example_domain\mrs.adams,search-engines,94
example_domain\mrs.adams,stock-advice-and-tools,72
example_domain\mrs.adams,business-and-economy,61
example_domain\mrs.adams,content-delivery-networks,31
example_domain\mrs.adams,web-advertisements,16
example_domain\mrs.adams,web-hosting,11
example_domain\mrs.adams,news,4
example_domain\mrs.adams,translation,4
example_domain\mrs.adams,,2
example_domain\mrs.adams,internet-communications-and-telephony,2
example_domain\mrs.adams,not-resolved,1
example_domain\mrs.adams,sports,1
example_domain\mrs.adams,internet-portals,1
example_domain\crystal.swanson,computer-and-internet-info,16528
example_domain\crystal.swanson,search-engines,166
example_domain\crystal.swanson,web-advertisements,114
example_domain\crystal.swanson,content-delivery-networks,76
example_domain\crystal.swanson,business-and-economy,66
example_domain\crystal.swanson,internet-portals,35
example_domain\crystal.swanson,shareware-and-freeware,15
example_domain\crystal.swanson,stock-advice-and-tools,10
example_domain\crystal.swanson,shopping,7
example_domain\crystal.swanson,streaming-media,2
example_domain\crystal.swanson,society,2
example_domain\crystal.swanson,job-search,1
example_domain\crystal.swanson,social-networking,1
example_domain\crystal.swanson,personal-sites-and-blogs,1
example_domain\crystal.swanson,real-estate,1
example_domain\jessica.harris,computer-and-internet-info,11843
example_domain\jessica.harris,business-and-economy,3651
example_domain\jessica.harris,search-engines,808
example_domain\jessica.harris,stock-advice-and-tools,159
example_domain\jessica.harris,content-delivery-networks,158
example_domain\jessica.harris,travel,37
example_domain\jessica.harris,health-and-medicine,33
example_domain\jessica.harris,training-and-tools,30
example_domain\jessica.harris,internet-communications-and-telephony,25
example_domain\jessica.harris,news,22
example_domain\jessica.harris,job-search,17
example_domain\jessica.harris,web-hosting,12
example_domain\jessica.harris,web-advertisements,9
example_domain\jessica.harris,internet-portals,3
example_domain\jessica.harris,legal,2
example_domain\jennifer.dixon,web-advertisements,7809
example_domain\jennifer.dixon,computer-and-internet-info,5333
example_domain\jennifer.dixon,business-and-economy,2120
example_domain\jennifer.dixon,content-delivery-networks,666
example_domain\jennifer.dixon,search-engines,400
example_domain\jennifer.dixon,educational-institutions,96
example_domain\jennifer.dixon,financial-services,75
example_domain\jennifer.dixon,health-and-medicine,40
example_domain\jennifer.dixon,news,40
example_domain\jennifer.dixon,internet-portals,32
example_domain\jennifer.dixon,parked,21
example_domain\jennifer.dixon,shopping,21
example_domain\jennifer.dixon,stock-advice-and-tools,16
example_domain\jennifer.dixon,,14
example_domain\jennifer.dixon,training-and-tools,12
example_domain\jennifer.dixon,insufficient-content,7
example_domain\jennifer.dixon,music,3
example_domain\jennifer.dixon,entertainment-and-arts,3
example_domain\jennifer.dixon,motor-vehicles,3
example_domain\jennifer.dixon,internet-communications-and-telephony,2
example_domain\jennifer.dixon,social-networking,2
example_domain\jennifer.dixon,not-resolved,2
example_domain\jennifer.dixon,games,2
example_domain\jennifer.dixon,reference-and-research,1
example_domain\jennifer.dixon,streaming-media,1
example_domain\jennifer.dixon,shareware-and-freeware,1
example_domain\richard.smith,computer-and-internet-info,13534
example_domain\richard.smith,search-engines,884
example_domain\richard.smith,stock-advice-and-tools,535
example_domain\richard.smith,content-delivery-networks,360
example_domain\richard.smith,business-and-economy,335
example_domain\richard.smith,web-advertisements,249
example_domain\richard.smith,financial-services,142
example_domain\richard.smith,social-networking,44
example_domain\richard.smith,shopping,39
example_domain\richard.smith,news,35
example_domain\richard.smith,reference-and-research,33
example_domain\richard.smith,government,30
example_domain\richard.smith,personal-sites-and-blogs,9
example_domain\richard.smith,real-estate,8
example_domain\richard.smith,internet-portals,5
example_domain\richard.smith,recreation-and-hobbies,4
example_domain\richard.smith,travel,4
example_domain\richard.smith,legal,4
example_domain\richard.smith,translation,3
example_domain\richard.smith,internet-communications-and-telephony,3
example_domain\richard.smith,educational-institutions,3
example_domain\richard.smith,sports,2
example_domain\richard.smith,entertainment-and-arts,1
example_domain\richard.smith,insufficient-content,1
example_domain\susan.austin,computer-and-internet-info,15231
example_domain\susan.austin,search-engines,187
example_domain\susan.austin,,18
example_domain\susan.austin,web-advertisements,17
example_domain\susan.austin,content-delivery-networks,11
example_domain\susan.austin,business-and-economy,4
example_domain\susan.austin,internet-portals,3
example_domain\susan.austin,shareware-and-freeware,1
example_domain\susan.austin,stock-advice-and-tools,1
example_domain\susan.austin,internet-communications-and-telephony,1
example_domain\jon.adams,computer-and-internet-info,13970
example_domain\jon.adams,government,606
example_domain\jon.adams,search-engines,448
example_domain\jon.adams,business-and-economy,216
example_domain\jon.adams,stock-advice-and-tools,101
example_domain\jon.adams,financial-services,71
example_domain\jon.adams,content-delivery-networks,28
example_domain\jon.adams,web-advertisements,10
example_domain\jon.adams,internet-communications-and-telephony,4
example_domain\jon.adams,news,4
example_domain\joseph.daniels,computer-and-internet-info,15125
example_domain\joseph.daniels,search-engines,194
example_domain\joseph.daniels,content-delivery-networks,41
example_domain\joseph.daniels,stock-advice-and-tools,37
example_domain\joseph.daniels,internet-portals,6
example_domain\joseph.daniels,reference-and-research,1
example_domain\joseph.daniels,internet-communications-and-telephony,1
example_domain\joseph.daniels,sports,1
example_domain\joseph.daniels,not-resolved,1
example_domain\joseph.daniels,web-advertisements,1
example_domain\sara.obrien,computer-and-internet-info,14127
example_domain\sara.obrien,business-and-economy,276
example_domain\sara.obrien,search-engines,271
example_domain\sara.obrien,web-advertisements,231
example_domain\sara.obrien,content-delivery-networks,70
example_domain\sara.obrien,,10
example_domain\sara.obrien,stock-advice-and-tools,8
example_domain\sara.obrien,internet-portals,6
example_domain\sara.obrien,insufficient-content,5
example_domain\sara.obrien,reference-and-research,4
example_domain\sara.obrien,shopping,3
example_domain\sara.obrien,news,2
example_domain\sara.obrien,music,2
example_domain\sara.obrien,internet-communications-and-telephony,2
example_domain\sara.obrien,society,1
example_domain\sara.obrien,games,1
example_domain\sara.obrien,newly-registered-domain,1
example_domain\sara.obrien,travel,1
example_domain\kyle.smith,computer-and-internet-info,11489
example_domain\kyle.smith,business-and-economy,2445
example_domain\kyle.smith,search-engines,547
example_domain\kyle.smith,stock-advice-and-tools,171
example_domain\kyle.smith,content-delivery-networks,103
example_domain\kyle.smith,insufficient-content,45
example_domain\kyle.smith,training-and-tools,39
example_domain\kyle.smith,web-hosting,24
example_domain\kyle.smith,travel,22
example_domain\kyle.smith,web-advertisements,17
example_domain\kyle.smith,financial-services,6
example_domain\kyle.smith,government,5
example_domain\kyle.smith,internet-communications-and-telephony,4
example_domain\kyle.smith,shopping,2
example_domain\kyle.smith,internet-portals,2
example_domain\kyle.smith,society,2
example_domain\kyle.smith,news,2
example_domain\kyle.smith,reference-and-research,1
example_domain\kyle.smith,translation,1
example_domain\rebecca.oconnell,computer-and-internet-info,11797
example_domain\rebecca.oconnell,search-engines,920
example_domain\rebecca.oconnell,business-and-economy,810
example_domain\rebecca.oconnell,web-advertisements,769
example_domain\rebecca.oconnell,content-delivery-networks,107
example_domain\rebecca.oconnell,stock-advice-and-tools,59
example_domain\rebecca.oconnell,financial-services,45
example_domain\rebecca.oconnell,travel,25
example_domain\rebecca.oconnell,internet-portals,19
example_domain\rebecca.oconnell,personal-sites-and-blogs,9
example_domain\rebecca.oconnell,training-and-tools,9
example_domain\rebecca.oconnell,reference-and-research,5
example_domain\rebecca.oconnell,news,4
example_domain\rebecca.oconnell,web-hosting,4
example_domain\rebecca.oconnell,social-networking,3
example_domain\rebecca.oconnell,legal,2
example_domain\rebecca.oconnell,internet-communications-and-telephony,2
example_domain\rebecca.oconnell,entertainment-and-arts,1
example_domain\rebecca.oconnell,translation,1
example_domain\rebecca.oconnell,government,1
example_domain\rebecca.oconnell,games,1
example_domain\rebecca.oconnell,health-and-medicine,1
example_domain\rebecca.oconnell,streaming-media,1
example_domain\rebecca.oconnell,shopping,1
example_domain\rebecca.oconnell,,1
example_domain\rebecca.oconnell,motor-vehicles,1
example_domain\rebecca.oconnell,real-estate,1
example_domain\sandra.kennedy,computer-and-internet-info,13612
example_domain\sandra.kennedy,web-advertisements,183
example_domain\sandra.kennedy,business-and-economy,171
example_domain\sandra.kennedy,search-engines,154
example_domain\sandra.kennedy,content-delivery-networks,54
example_domain\sandra.kennedy,stock-advice-and-tools,16
example_domain\sandra.kennedy,financial-services,10
example_domain\sandra.kennedy,health-and-medicine,10
example_domain\sandra.kennedy,reference-and-research,7
example_domain\sandra.kennedy,shopping,7
example_domain\sandra.kennedy,internet-communications-and-telephony,5
example_domain\sandra.kennedy,internet-portals,2
example_domain\sandra.kennedy,insufficient-content,2
example_domain\sandra.kennedy,streaming-media,1
example_domain\sandra.kennedy,entertainment-and-arts,1
example_domain\anthony.richards,computer-and-internet-info,12987
example_domain\anthony.richards,search-engines,551
example_domain\anthony.richards,web-advertisements,135
example_domain\anthony.richards,business-and-economy,129
example_domain\anthony.richards,government,73
example_domain\anthony.richards,content-delivery-networks,71
example_domain\anthony.richards,training-and-tools,48
example_domain\anthony.richards,stock-advice-and-tools,47
example_domain\anthony.richards,financial-services,37
example_domain\anthony.richards,news,13
example_domain\anthony.richards,shopping,7
example_domain\anthony.richards,internet-communications-and-telephony,7
example_domain\anthony.richards,reference-and-research,4
example_domain\anthony.richards,educational-institutions,1
example_domain\anthony.richards,social-networking,1
example_domain\anthony.richards,entertainment-and-arts,1
example_domain\caroline.rogers,computer-and-internet-info,12523
example_domain\caroline.rogers,business-and-economy,360
example_domain\caroline.rogers,web-advertisements,232
example_domain\caroline.rogers,search-engines,220
example_domain\caroline.rogers,stock-advice-and-tools,105
example_domain\caroline.rogers,content-delivery-networks,87
example_domain\caroline.rogers,training-and-tools,11
example_domain\caroline.rogers,internet-communications-and-telephony,3
example_domain\caroline.rogers,society,3
example_domain\caroline.rogers,entertainment-and-arts,3
example_domain\caroline.rogers,travel,2
example_domain\caroline.rogers,web-hosting,1
example_domain\caroline.rogers,internet-portals,1
example_domain\ryan.glenn,computer-and-internet-info,8986
example_domain\ryan.glenn,web-advertisements,2246
example_domain\ryan.glenn,business-and-economy,1515
example_domain\ryan.glenn,content-delivery-networks,265
example_domain\ryan.glenn,search-engines,200
example_domain\ryan.glenn,stock-advice-and-tools,142
example_domain\ryan.glenn,parked,30
example_domain\ryan.glenn,internet-portals,29
example_domain\ryan.glenn,motor-vehicles,17
example_domain\ryan.glenn,entertainment-and-arts,15
example_domain\ryan.glenn,financial-services,10
example_domain\ryan.glenn,shopping,7
example_domain\ryan.glenn,insufficient-content,5
example_domain\ryan.glenn,society,3
example_domain\ryan.glenn,web-hosting,2
example_domain\ryan.glenn,,1
example_domain\ryan.glenn,reference-and-research,1
example_domain\veronica.burns,computer-and-internet-info,12980
example_domain\veronica.burns,search-engines,145
example_domain\veronica.burns,business-and-economy,8
example_domain\veronica.burns,stock-advice-and-tools,4
example_domain\veronica.burns,content-delivery-networks,3
example_domain\mr.thomas,computer-and-internet-info,11769
example_domain\mr.thomas,search-engines,741
example_domain\mr.thomas,internet-portals,123
example_domain\mr.thomas,stock-advice-and-tools,120
example_domain\mr.thomas,business-and-economy,96
example_domain\mr.thomas,content-delivery-networks,96
example_domain\mr.thomas,web-advertisements,96
example_domain\mr.thomas,news,35
example_domain\mr.thomas,government,27
example_domain\mr.thomas,financial-services,10
example_domain\mr.thomas,job-search,5
example_domain\mr.thomas,society,2
example_domain\mr.thomas,social-networking,1
example_domain\mr.thomas,shareware-and-freeware,1
example_domain\mr.thomas,legal,1
example_domain\christopher.mason,computer-and-internet-info,11672
example_domain\christopher.mason,search-engines,461
example_domain\christopher.mason,stock-advice-and-tools,441
example_domain\christopher.mason,business-and-economy,328
example_domain\christopher.mason,content-delivery-networks,94
example_domain\christopher.mason,financial-services,8
example_domain\christopher.mason,web-advertisements,5
example_domain\christopher.mason,news,5
example_domain\christopher.mason,internet-communications-and-telephony,2
example_domain\christopher.mason,government,1
example_domain\christopher.mason,reference-and-research,1
example_domain\christopher.mason,not-resolved,1
example_domain\christopher.mason,travel,1
example_domain\christopher.mason,job-search,1
example_domain\james.hall,computer-and-internet-info,10570
example_domain\james.hall,business-and-economy,1487
example_domain\james.hall,search-engines,416
example_domain\james.hall,stock-advice-and-tools,161
example_domain\james.hall,content-delivery-networks,37
example_domain\james.hall,travel,34
example_domain\james.hall,financial-services,18
example_domain\james.hall,reference-and-research,3
example_domain\james.hall,web-hosting,2
example_domain\james.hall,web-advertisements,2
example_domain\james.hall,government,1
example_domain\rachel.jackson,computer-and-internet-info,12416
example_domain\rachel.jackson,search-engines,111
example_domain\rachel.jackson,stock-advice-and-tools,5
example_domain\rachel.jackson,content-delivery-networks,3
example_domain\rachel.jackson,not-resolved,2
example_domain\rachel.jackson,web-advertisements,1
example_domain\michelle.grant,computer-and-internet-info,12092
example_domain\michelle.grant,search-engines,55
example_domain\michelle.grant,content-delivery-networks,7
example_domain\michelle.grant,internet-portals,6
example_domain\michelle.grant,stock-advice-and-tools,3
example_domain\allison.christensen,computer-and-internet-info,11787
example_domain\allison.christensen,search-engines,150
example_domain\allison.christensen,,27
example_domain\allison.christensen,internet-portals,10
example_domain\allison.christensen,content-delivery-networks,7
example_domain\allison.christensen,internet-communications-and-telephony,3
example_domain\allison.christensen,business-and-economy,3
example_domain\allison.christensen,stock-advice-and-tools,2
example_domain\allison.christensen,web-advertisements,1
example_domain\zachary.parker,computer-and-internet-info,11629
example_domain\zachary.parker,business-and-economy,23
example_domain\zachary.parker,stock-advice-and-tools,14
example_domain\zachary.parker,web-hosting,6
example_domain\jacob.williams,computer-and-internet-info,10869
example_domain\john.phd,computer-and-internet-info,8831
example_domain\john.phd,government,732
example_domain\john.phd,business-and-economy,730
example_domain\john.phd,search-engines,417
example_domain\john.phd,content-delivery-networks,50
example_domain\john.phd,stock-advice-and-tools,46
example_domain\john.phd,web-advertisements,1
example_domain\mia.thomas,computer-and-internet-info,9036
example_domain\mia.thomas,business-and-economy,563
example_domain\mia.thomas,web-advertisements,499
example_domain\mia.thomas,search-engines,291
example_domain\mia.thomas,stock-advice-and-tools,208
example_domain\mia.thomas,content-delivery-networks,92
example_domain\mia.thomas,news,15
example_domain\mia.thomas,training-and-tools,12
example_domain\mia.thomas,internet-portals,11
example_domain\mia.thomas,financial-services,9
example_domain\mia.thomas,insufficient-content,9
example_domain\mia.thomas,,4
example_domain\mia.thomas,motor-vehicles,4
example_domain\mia.thomas,reference-and-research,2
example_domain\mia.thomas,social-networking,2
example_domain\mia.thomas,streaming-media,2
example_domain\mia.thomas,shopping,2
example_domain\mia.thomas,entertainment-and-arts,2
example_domain\mia.thomas,society,2
example_domain\mia.thomas,internet-communications-and-telephony,1
example_domain\mia.thomas,travel,1
example_domain\mia.thomas,real-estate,1
example_domain\mia.thomas,educational-institutions,1
example_domain\mia.thomas,games,1
example_domain\sheila.nelson,computer-and-internet-info,8449
example_domain\sheila.nelson,search-engines,504
example_domain\sheila.nelson,web-advertisements,473
example_domain\sheila.nelson,business-and-economy,436
example_domain\sheila.nelson,content-delivery-networks,123
example_domain\sheila.nelson,stock-advice-and-tools,81
example_domain\sheila.nelson,insufficient-content,26
example_domain\sheila.nelson,news,16
example_domain\sheila.nelson,financial-services,16
example_domain\sheila.nelson,internet-portals,14
example_domain\sheila.nelson,government,11
example_domain\sheila.nelson,social-networking,4
example_domain\sheila.nelson,translation,3
example_domain\sheila.nelson,travel,3
example_domain\sheila.nelson,philosophy-and-political-advocacy,2
example_domain\sheila.nelson,entertainment-and-arts,2
example_domain\sheila.nelson,shopping,1
example_domain\sheila.nelson,web-hosting,1
example_domain\sheila.nelson,reference-and-research,1
example_domain\sheila.nelson,streaming-media,1
example_domain\sheila.nelson,games,1
example_domain\stephanie.marquez,computer-and-internet-info,9093
example_domain\stephanie.marquez,financial-services,320
example_domain\stephanie.marquez,search-engines,267
example_domain\stephanie.marquez,business-and-economy,241
example_domain\stephanie.marquez,stock-advice-and-tools,102
example_domain\stephanie.marquez,content-delivery-networks,58
example_domain\stephanie.marquez,web-advertisements,20
example_domain\stephanie.marquez,news,10
example_domain\stephanie.marquez,internet-communications-and-telephony,5
example_domain\stephanie.marquez,health-and-medicine,2
example_domain\stephanie.marquez,reference-and-research,1
example_domain\stephanie.marquez,web-hosting,1
example_domain\john.roberts,computer-and-internet-info,8752
example_domain\john.roberts,stock-advice-and-tools,614
example_domain\john.roberts,search-engines,223
example_domain\john.roberts,business-and-economy,128
example_domain\john.roberts,content-delivery-networks,114
example_domain\john.roberts,web-advertisements,113
example_domain\john.roberts,news,34
example_domain\john.roberts,financial-services,9
example_domain\john.roberts,internet-portals,6
example_domain\john.roberts,reference-and-research,4
example_domain\john.roberts,music,3
example_domain\john.roberts,insufficient-content,2
example_domain\john.roberts,,2
example_domain\john.roberts,internet-communications-and-telephony,2
example_domain\john.roberts,shopping,2
example_domain\john.roberts,educational-institutions,2
example_domain\john.roberts,entertainment-and-arts,1
example_domain\john.roberts,motor-vehicles,1
example_domain\ashley.sanchez,computer-and-internet-info,9956
example_domain\ashley.sanchez,content-delivery-networks,32
example_domain\ashley.sanchez,search-engines,15
example_domain\ashley.sanchez,stock-advice-and-tools,1
example_domain\ashley.sanchez,unknown,1
example_domain\kyle.evans,computer-and-internet-info,9609
example_domain\kyle.evans,search-engines,153
example_domain\kyle.evans,content-delivery-networks,9
example_domain\kyle.evans,reference-and-research,2
example_domain\kyle.evans,web-advertisements,1
example_domain\kathryn.fields,computer-and-internet-info,9646
example_domain\kathryn.fields,search-engines,52
example_domain\kathryn.fields,content-delivery-networks,11
example_domain\kathryn.fields,internet-portals,2
example_domain\kathryn.fields,news,1
example_domain\kathryn.fields,stock-advice-and-tools,1
example_domain\kathryn.fields,internet-communications-and-telephony,1
example_domain\sean.shelton,computer-and-internet-info,8355
example_domain\sean.shelton,business-and-economy,277
example_domain\sean.shelton,web-advertisements,243
example_domain\sean.shelton,search-engines,202
example_domain\sean.shelton,content-delivery-networks,92
example_domain\sean.shelton,news,35
example_domain\sean.shelton,internet-portals,16
example_domain\sean.shelton,financial-services,8
example_domain\sean.shelton,government,6
example_domain\sean.shelton,entertainment-and-arts,6
example_domain\sean.shelton,music,6
example_domain\sean.shelton,insufficient-content,6
example_domain\sean.shelton,stock-advice-and-tools,5
example_domain\sean.shelton,streaming-media,2
example_domain\sean.shelton,internet-communications-and-telephony,2
example_domain\sean.shelton,travel,2
example_domain\sean.shelton,society,2
example_domain\sean.shelton,shopping,1
example_domain\sean.shelton,sports,1
example_domain\pamela.leon,computer-and-internet-info,8968
example_domain\pamela.leon,search-engines,155
example_domain\pamela.leon,shopping,56
example_domain\pamela.leon,stock-advice-and-tools,21
example_domain\pamela.leon,content-delivery-networks,14
example_domain\pamela.leon,business-and-economy,12
example_domain\pamela.leon,,10
example_domain\pamela.leon,internet-portals,4
example_domain\pamela.leon,government,2
example_domain\pamela.leon,religion,1
example_domain\pamela.leon,internet-communications-and-telephony,1
example_domain\pamela.leon,web-advertisements,1
example_domain\colleen.navarro,computer-and-internet-info,8204
example_domain\colleen.navarro,business-and-economy,491
example_domain\colleen.navarro,search-engines,182
example_domain\colleen.navarro,financial-services,152
example_domain\colleen.navarro,stock-advice-and-tools,88
example_domain\colleen.navarro,government,39
example_domain\colleen.navarro,content-delivery-networks,28
example_domain\colleen.navarro,job-search,12
example_domain\colleen.navarro,news,2
example_domain\antonio.hughes,computer-and-internet-info,8504
example_domain\antonio.hughes,search-engines,191
example_domain\antonio.hughes,content-delivery-networks,49
example_domain\antonio.hughes,business-and-economy,30
example_domain\antonio.hughes,stock-advice-and-tools,12
example_domain\antonio.hughes,web-advertisements,6
example_domain\antonio.hughes,entertainment-and-arts,6
example_domain\antonio.hughes,internet-portals,5
example_domain\antonio.hughes,,5
example_domain\antonio.hughes,reference-and-research,4
example_domain\antonio.hughes,internet-communications-and-telephony,2
example_domain\antonio.hughes,news,1
example_domain\adam.davis,computer-and-internet-info,8232
example_domain\adam.davis,search-engines,115
example_domain\adam.davis,content-delivery-networks,57
example_domain\adam.davis,entertainment-and-arts,29
example_domain\adam.davis,business-and-economy,22
example_domain\adam.davis,stock-advice-and-tools,15
example_domain\adam.davis,web-advertisements,10
example_domain\adam.davis,travel,6
example_domain\adam.davis,,4
example_domain\adam.davis,internet-portals,3
example_domain\adam.davis,news,1
example_domain\adam.davis,reference-and-research,1
example_domain\jordan.price,computer-and-internet-info,7987
example_domain\jordan.price,search-engines,90
example_domain\jordan.price,content-delivery-networks,3
example_domain\jordan.price,stock-advice-and-tools,2
example_domain\suzanne.nunez,computer-and-internet-info,6977
