Source User,Category,Verdict,AD Group,Count
example_domain\mia.thomas,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,11
example_domain\mia.thomas,financial-services,The URL category is going to be allowed provided the user is authenticated,known-user,9
example_domain\mia.thomas,insufficient-content,The URL category is going to be allowed provided the user is authenticated,known-user,9
example_domain\mia.thomas,,The category is not a standard Palo Alto content/function-based category,irrelevant,4
example_domain\mia.thomas,motor-vehicles,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\mia.thomas,reference-and-research,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\mia.thomas,social-networking,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\mia.thomas,streaming-media,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\mia.thomas,shopping,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\mia.thomas,entertainment-and-arts,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\mia.thomas,society,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\mia.thomas,internet-communications-and-telephony,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\mia.thomas,travel,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\mia.thomas,real-estate,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\mia.thomas,educational-institutions,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\mia.thomas,games,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\sheila.nelson,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,8449
example_domain\sheila.nelson,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,504
example_domain\sheila.nelson,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,473
example_domain\sheila.nelson,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,436
example_domain\sheila.nelson,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,123
example_domain\sheila.nelson,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,81
example_domain\sheila.nelson,insufficient-content,The URL category is going to be allowed provided the user is authenticated,known-user,26
example_domain\sheila.nelson,news,The URL category is going to be allowed provided the user is authenticated,known-user,16
example_domain\sheila.nelson,financial-services,The URL category is going to be allowed provided the user is authenticated,known-user,16
example_domain\sheila.nelson,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,14
example_domain\sheila.nelson,government,The URL category is going to be allowed provided the user is authenticated,known-user,11
example_domain\sheila.nelson,social-networking,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\sheila.nelson,translation,The URL category is going to be allowed provided the user is authenticated,known-user,3
example_domain\sheila.nelson,travel,The URL category is going to be allowed provided the user is authenticated,known-user,3
example_domain\sheila.nelson,philosophy-and-political-advocacy,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\sheila.nelson,entertainment-and-arts,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\sheila.nelson,shopping,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\sheila.nelson,web-hosting,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\sheila.nelson,reference-and-research,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\sheila.nelson,streaming-media,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\sheila.nelson,games,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\stephanie.marquez,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,9093
example_domain\stephanie.marquez,financial-services,The URL category is going to be allowed provided the user is authenticated,known-user,320
example_domain\stephanie.marquez,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,267
example_domain\stephanie.marquez,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,241
example_domain\stephanie.marquez,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,102
example_domain\stephanie.marquez,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,58
example_domain\stephanie.marquez,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,20
example_domain\stephanie.marquez,news,The URL category is going to be allowed provided the user is authenticated,known-user,10
example_domain\stephanie.marquez,internet-communications-and-telephony,The URL category is going to be allowed provided the user is authenticated,known-user,5
example_domain\stephanie.marquez,health-and-medicine,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\stephanie.marquez,reference-and-research,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\stephanie.marquez,web-hosting,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\john.roberts,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,8752
example_domain\john.roberts,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,614
example_domain\john.roberts,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,223
example_domain\john.roberts,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,128
example_domain\john.roberts,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,114
example_domain\john.roberts,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,113
example_domain\john.roberts,news,The URL category is going to be allowed provided the user is authenticated,known-user,34
example_domain\john.roberts,financial-services,The URL category is going to be allowed provided the user is authenticated,known-user,9
example_domain\john.roberts,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,6
example_domain\john.roberts,reference-and-research,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\john.roberts,music,The URL category is going to be allowed provided the user is authenticated,known-user,3
example_domain\john.roberts,insufficient-content,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\john.roberts,,The category is not a standard Palo Alto content/function-based category,irrelevant,2
example_domain\john.roberts,internet-communications-and-telephony,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\john.roberts,shopping,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\john.roberts,educational-institutions,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\john.roberts,entertainment-and-arts,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\john.roberts,motor-vehicles,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\ashley.sanchez,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,9956
example_domain\ashley.sanchez,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,32
example_domain\ashley.sanchez,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,15
example_domain\ashley.sanchez,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\ashley.sanchez,unknown,The URL category is going to be allowed provided the user is in the respective AD group,UG-unknown,1
example_domain\kyle.evans,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,9609
example_domain\kyle.evans,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,153
example_domain\kyle.evans,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,9
example_domain\kyle.evans,reference-and-research,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\kyle.evans,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\kathryn.fields,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,9646
example_domain\kathryn.fields,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,52
example_domain\kathryn.fields,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,11
example_domain\kathryn.fields,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\kathryn.fields,news,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\kathryn.fields,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\kathryn.fields,internet-communications-and-telephony,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\sean.shelton,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,8355
example_domain\sean.shelton,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,277
example_domain\sean.shelton,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,243
example_domain\sean.shelton,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,202
example_domain\sean.shelton,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,92
example_domain\sean.shelton,news,The URL category is going to be allowed provided the user is authenticated,known-user,35
example_domain\sean.shelton,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,16
example_domain\sean.shelton,financial-services,The URL category is going to be allowed provided the user is authenticated,known-user,8
example_domain\sean.shelton,government,The URL category is going to be allowed provided the user is authenticated,known-user,6
example_domain\sean.shelton,entertainment-and-arts,The URL category is going to be allowed provided the user is authenticated,known-user,6
example_domain\sean.shelton,music,The URL category is going to be allowed provided the user is authenticated,known-user,6
example_domain\sean.shelton,insufficient-content,The URL category is going to be allowed provided the user is authenticated,known-user,6
example_domain\sean.shelton,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,5
example_domain\sean.shelton,streaming-media,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\sean.shelton,internet-communications-and-telephony,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\sean.shelton,travel,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\sean.shelton,society,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\sean.shelton,shopping,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\sean.shelton,sports,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\pamela.leon,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,8968
example_domain\pamela.leon,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,155
example_domain\pamela.leon,shopping,The URL category is going to be allowed provided the user is authenticated,known-user,56
example_domain\pamela.leon,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,21
example_domain\pamela.leon,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,14
example_domain\pamela.leon,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,12
example_domain\pamela.leon,,The category is not a standard Palo Alto content/function-based category,irrelevant,10
example_domain\pamela.leon,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\pamela.leon,government,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\pamela.leon,religion,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\pamela.leon,internet-communications-and-telephony,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\pamela.leon,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\colleen.navarro,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,8204
example_domain\colleen.navarro,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,491
example_domain\colleen.navarro,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,182
example_domain\colleen.navarro,financial-services,The URL category is going to be allowed provided the user is authenticated,known-user,152
example_domain\colleen.navarro,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,88
example_domain\colleen.navarro,government,The URL category is going to be allowed provided the user is authenticated,known-user,39
example_domain\colleen.navarro,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,28
example_domain\colleen.navarro,job-search,The URL category is going to be allowed provided the user is authenticated,known-user,12
example_domain\colleen.navarro,news,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\antonio.hughes,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,8504
example_domain\antonio.hughes,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,191
example_domain\antonio.hughes,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,49
example_domain\antonio.hughes,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,30
example_domain\antonio.hughes,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,12
example_domain\antonio.hughes,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,6
example_domain\antonio.hughes,entertainment-and-arts,The URL category is going to be allowed provided the user is authenticated,known-user,6
example_domain\antonio.hughes,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,5
example_domain\antonio.hughes,,The category is not a standard Palo Alto content/function-based category,irrelevant,5
example_domain\antonio.hughes,reference-and-research,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\antonio.hughes,internet-communications-and-telephony,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\antonio.hughes,news,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\adam.davis,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,8232
example_domain\adam.davis,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,115
example_domain\adam.davis,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,57
example_domain\adam.davis,entertainment-and-arts,The URL category is going to be allowed provided the user is authenticated,known-user,29
example_domain\adam.davis,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,22
example_domain\adam.davis,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,15
example_domain\adam.davis,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,10
example_domain\adam.davis,travel,The URL category is going to be allowed provided the user is authenticated,known-user,6
example_domain\adam.davis,,The category is not a standard Palo Alto content/function-based category,irrelevant,4
example_domain\adam.davis,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,3
example_domain\adam.davis,news,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\adam.davis,reference-and-research,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\jordan.price,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,7987
example_domain\jordan.price,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,90
example_domain\jordan.price,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,3
example_domain\jordan.price,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\suzanne.nunez,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,6977
example_domain\suzanne.nunez,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,302
example_domain\suzanne.nunez,government,The URL category is going to be allowed provided the user is authenticated,known-user,126
example_domain\suzanne.nunez,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,99
example_domain\suzanne.nunez,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,60
example_domain\suzanne.nunez,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,20
example_domain\suzanne.nunez,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,10
example_domain\suzanne.nunez,educational-institutions,The URL category is going to be allowed provided the user is authenticated,known-user,5
example_domain\suzanne.nunez,motor-vehicles,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\suzanne.nunez,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\suzanne.nunez,financial-services,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\suzanne.nunez,not-resolved,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\darren.moore,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,7360
example_domain\darren.moore,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,89
example_domain\darren.moore,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,78
example_domain\darren.moore,translation,The URL category is going to be allowed provided the user is authenticated,known-user,23
example_domain\darren.moore,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,11
example_domain\darren.moore,shareware-and-freeware,The URL category is going to be allowed provided the user is authenticated,known-user,6
example_domain\darren.moore,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\darren.moore,,The category is not a standard Palo Alto content/function-based category,irrelevant,4
example_domain\darren.moore,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\darren.moore,web-hosting,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\raymond.carter,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,7336
example_domain\raymond.carter,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,104
example_domain\raymond.carter,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,46
example_domain\raymond.carter,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,14
example_domain\raymond.carter,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,8
example_domain\raymond.carter,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\raymond.carter,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\raymond.carter,personal-sites-and-blogs,The URL category is going to be allowed provided the user is authenticated,known-user,3
example_domain\raymond.carter,insufficient-content,The URL category is going to be allowed provided the user is authenticated,known-user,3
example_domain\raymond.carter,,The category is not a standard Palo Alto content/function-based category,irrelevant,2
example_domain\raymond.carter,news,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\raymond.carter,shareware-and-freeware,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\ashley.monroe,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,6914
example_domain\ashley.monroe,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,195
example_domain\ashley.monroe,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,99
example_domain\ashley.monroe,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,79
example_domain\ashley.monroe,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,23
example_domain\ashley.monroe,shareware-and-freeware,The URL category is going to be allowed provided the user is authenticated,known-user,18
example_domain\ashley.monroe,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,5
example_domain\ashley.monroe,,The category is not a standard Palo Alto content/function-based category,irrelevant,3
example_domain\ashley.monroe,travel,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\ashley.monroe,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\ronald.warren,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,6419
example_domain\ronald.warren,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,166
example_domain\ronald.warren,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,136
example_domain\ronald.warren,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,52
example_domain\ronald.warren,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,27
example_domain\ronald.warren,financial-services,The URL category is going to be allowed provided the user is authenticated,known-user,13
example_domain\ronald.warren,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,5
example_domain\ronald.warren,internet-communications-and-telephony,The URL category is going to be allowed provided the user is authenticated,known-user,3
example_domain\ronald.warren,translation,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\ronald.warren,news,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\ronald.warren,web-hosting,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\sandra.malone,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,5329
example_domain\sandra.malone,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,255
example_domain\sandra.malone,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,247
example_domain\sandra.malone,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,197
example_domain\sandra.malone,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,74
example_domain\sandra.malone,travel,The URL category is going to be allowed provided the user is authenticated,known-user,52
example_domain\sandra.malone,financial-services,The URL category is going to be allowed provided the user is authenticated,known-user,32
example_domain\sandra.malone,news,The URL category is going to be allowed provided the user is authenticated,known-user,28
example_domain\sandra.malone,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,16
example_domain\sandra.malone,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,15
example_domain\sandra.malone,insufficient-content,The URL category is going to be allowed provided the user is authenticated,known-user,9
example_domain\sandra.malone,reference-and-research,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\sandra.malone,shopping,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\sandra.malone,games,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\sandra.malone,web-hosting,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\sandra.malone,internet-communications-and-telephony,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\sandra.malone,social-networking,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\sandra.malone,entertainment-and-arts,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\melissa.sanchez,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,5501
example_domain\melissa.sanchez,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,214
example_domain\melissa.sanchez,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,126
example_domain\melissa.sanchez,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,30
example_domain\melissa.sanchez,shareware-and-freeware,The URL category is going to be allowed provided the user is authenticated,known-user,24
example_domain\melissa.sanchez,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,16
example_domain\melissa.sanchez,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,12
example_domain\melissa.sanchez,personal-sites-and-blogs,The URL category is going to be allowed provided the user is authenticated,known-user,5
example_domain\melissa.sanchez,,The category is not a standard Palo Alto content/function-based category,irrelevant,4
example_domain\melissa.sanchez,web-hosting,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\melissa.sanchez,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\patricia.collins,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,5819
example_domain\patricia.collins,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,73
example_domain\patricia.collins,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,5
example_domain\patricia.collins,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\jerry.wilson,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,5395
example_domain\jerry.wilson,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,112
example_domain\jerry.wilson,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,103
example_domain\jerry.wilson,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,64
example_domain\jerry.wilson,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,59
example_domain\jerry.wilson,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,32
example_domain\jerry.wilson,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,8
example_domain\jerry.wilson,insufficient-content,The URL category is going to be allowed provided the user is authenticated,known-user,3
example_domain\jerry.wilson,reference-and-research,The URL category is going to be allowed provided the user is authenticated,known-user,3
example_domain\jerry.wilson,,The category is not a standard Palo Alto content/function-based category,irrelevant,3
example_domain\jerry.wilson,news,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\shawn.colon,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,5131
example_domain\shawn.colon,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,155
example_domain\shawn.colon,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,143
example_domain\shawn.colon,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,94
example_domain\shawn.colon,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,43
example_domain\shawn.colon,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,11
example_domain\shawn.colon,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,8
example_domain\shawn.colon,,The category is not a standard Palo Alto content/function-based category,irrelevant,4
example_domain\shawn.colon,news,The URL category is going to be allowed provided the user is authenticated,known-user,3
example_domain\shawn.colon,travel,The URL category is going to be allowed provided the user is authenticated,known-user,3
example_domain\shawn.colon,reference-and-research,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\shawn.colon,internet-communications-and-telephony,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\shawn.colon,insufficient-content,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\shawn.colon,financial-services,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\sabrina.boyd,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,5216
example_domain\sabrina.boyd,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,77
example_domain\sabrina.boyd,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,68
example_domain\sabrina.boyd,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,68
example_domain\sabrina.boyd,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,26
example_domain\sabrina.boyd,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,10
example_domain\sabrina.boyd,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,8
example_domain\sabrina.boyd,news,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\sabrina.boyd,insufficient-content,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\sabrina.boyd,travel,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\alexandra.singh,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,5069
example_domain\alexandra.singh,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,83
example_domain\alexandra.singh,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,16
example_domain\alexandra.singh,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,15
example_domain\alexandra.singh,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,11
example_domain\alexandra.singh,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,9
example_domain\alexandra.singh,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,7
example_domain\alexandra.singh,,The category is not a standard Palo Alto content/function-based category,irrelevant,3
example_domain\alexandra.singh,health-and-medicine,The URL category is going to be allowed provided the user is authenticated,known-user,3
example_domain\alexandra.singh,news,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\mitchell.moore,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,4217
example_domain\mitchell.moore,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,433
example_domain\mitchell.moore,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,372
example_domain\mitchell.moore,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,63
example_domain\mitchell.moore,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,41
example_domain\mitchell.moore,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,30
example_domain\mitchell.moore,internet-communications-and-telephony,The URL category is going to be allowed provided the user is authenticated,known-user,25
example_domain\mitchell.moore,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,11
example_domain\mitchell.moore,entertainment-and-arts,The URL category is going to be allowed provided the user is authenticated,known-user,5
example_domain\mitchell.moore,insufficient-content,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\mitchell.moore,parked,The URL category is going to be blocked,irrelevant,2
example_domain\mitchell.moore,music,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\mitchell.moore,news,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\mitchell.moore,motor-vehicles,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\mitchell.moore,shopping,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\mitchell.moore,travel,The URL category is going to be allowed provided the user is authenticated,known-user,1
